,Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
1197,3,GDR Eranga,2019-2019,9,1,0,1,1,1.00,1,100.0,0,0,0,0,0,
1198,4,AC Evans,2015-2019,27,6,1,1,1*,0.20,10,10.0,0,0,5,0,0,
1199,5,LH Ferguson,2017-2019,8,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
1200,6,P Florin,2019-2019,4,2,1,1,1*,1.00,1,100.0,0,0,1,0,0,
1201,7,MD Garratt,2019-2019,4,2,1,1,1,1.00,5,20.0,0,0,0,0,0,
1202,8,A Gavde,2019-2019,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
1203,9,O Goker,2019-2019,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1204,11,GM Hyde,2019-2019,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
1205,14,B Khumalo,2019-2019,3,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
1206,16,VJ Kingma,2016-2019,4,2,1,1,1,1.00,5,20.0,0,0,0,0,0,
1207,18,A Lagos,2019-2019,1,1,1,1,1*,-,4,25.0,0,0,0,0,0,
1208,21,R Mahajan,2019-2019,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1209,24,MR Montfort,2019-2019,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1210,27,B Muzarabani,2018-2018,6,3,2,1,1*,1.00,5,20.0,0,0,1,0,0,
1211,29,A Nathwani,2019-2019,5,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1212,30,R Neale,2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
1213,37,KB Ratilal,2019-2019,3,1,1,1,1*,-,2,50.0,0,0,0,0,0,
1214,38,EB Ringera,2019-2019,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
1215,39,WJR Robertson,2019-2019,6,2,2,1,1*,-,2,50.0,0,0,0,0,0,
1216,40,BA Sambo,2019-2019,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1217,41,O Sam Arthur,2019-2019,3,2,1,1,1,1.00,1,100.0,0,0,0,0,0,
1218,43,M Sarenac,2019-2019,2,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
1219,44,Sayed Shirzad,2015-2019,4,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
1220,45,ZK Shem,2019-2019,5,2,2,1,1*,-,4,25.0,0,0,0,0,0,
1221,47,KM Silva,2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
1222,48,Sohail Khan,2008-2017,5,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1223,0,AL Stephen,2019-2019,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
1224,4,T Turan,2019-2019,4,4,0,1,1,0.25,17,5.88,0,0,3,0,0,
1225,5,R van der Merwe,2019-2019,5,2,2,1,1*,-,1,100.00,0,0,0,0,0,
1226,7,Wasim Ali,2019-2019,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
1227,9,JD Wildermuth,2018-2018,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
1228,11,Zaki Ul Hassan,2019-2019,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
1229,12,Zeeshan Abbas,2019-2019,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
1230,13,Abdul Shakoor,2019-2019,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
1231,14,AS Abioye,2019-2019,5,1,1,0,0*,-,0,-,0,0,0,0,0,
1232,16,C Akyuz,2019-2019,2,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
1233,17,Ali Naqi,2019-2019,4,1,1,0,0*,-,0,-,0,0,0,0,0,
1234,18,MA Aponso,2018-2018,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1235,19,S Arachchige,2019-2019,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1236,20,Ashiqullah Said,2019-2019,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1237,21,SK Atai,2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1238,24,M Bhanuka,2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1239,30,I Civric,2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1240,31,S Dalton,2019-2019,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1241,32,N Dipakkumar Patel,2019-2019,3,1,0,0,0,0.00,0,-,0,0,1,0,0,
1242,33,JN Dorji,2019-2019,1,1,0,0,0,0.00,0,-,0,0,1,0,0,
1243,34,Ehsan Nawaz,2014-2017,5,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1244,35,M Faheem,2019-2019,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1245,36,Fakhrul Mohon,2019-2019,4,1,0,0,0,0.00,0,-,0,0,1,0,0,
1246,37,Fiaz Ahmad,2019-2019,3,1,1,0,0*,-,0,-,0,0,0,0,0,
1247,38,GC Galanis,2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1248,39,Gershon Yusuf,2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1249,40,L Gharasim,2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1250,41,M Goonetilleke,2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1251,46,P Kerai,2019-2019,6,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1252,49,CA Liyanage,2019-2019,2,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
1253,0,K Loday,2019-2019,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
1254,3,OM Marshall,2019-2019,3,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
1255,4,M Meade,2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1256,6,Michael Nazir,2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1257,7,TS Mills,2016-2018,5,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1258,8,A Mishra,2010-2017,10,1,0,0,0,0.00,0,-,0,0,1,0,0,
1259,9,Mohameed Taiwo,2019-2019,2,1,1,0,0*,-,0,-,0,0,0,0,0,
1260,12,Mohammed Nadeem,2019-2019,15,2,2,0,0*,-,1,0.00,0,0,0,0,0,
1261,15,Musa Shaheen,2019-2019,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
1262,17,Naveed Ahmed,2019-2019,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1263,18,Nawaf Ahmed,2019-2019,1,1,1,0,0*,-,0,-,0,0,0,0,0,
1264,21,Noor Momand,2019-2019,2,1,1,0,0*,-,0,-,0,0,0,0,0,
1265,22,L Nussbaumer,2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1266,23,A Orfila,2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1267,26,T Phaswana,2019-2019,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
1268,27,Rahman Ademi,2019-2019,2,1,1,0,0*,-,4,0.00,0,0,0,0,0,
1269,29,R Rivas,2019-2019,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1270,30,Rumman Raees,2016-2018,8,1,1,0,0*,-,0,-,0,0,0,0,0,
1271,31,NA Saini,2019-2019,5,1,1,0,0*,-,1,0.00,0,0,0,0,0,
1272,32,Sajid Liaqat,2019-2019,2,1,1,0,0*,-,0,-,0,0,0,0,0,
1273,34,I Sawmy,2019-2019,2,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
1274,35,Shaheen Shah Afridi,2018-2019,10,1,1,0,0*,-,2,0.00,0,0,0,0,0,
1275,38,T Shamsi,2017-2019,16,3,2,0,0*,0.00,5,0.00,0,0,1,0,0,
1276,39,B Shikongo,2019-2019,11,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1277,40,BA Simango,2019-2019,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1278,41,M Simmons,2019-2019,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1279,42,M Simpson-Parker,2019-2019,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1280,44,S Singh,2019-2019,1,1,0,0,0,0.00,9,0.00,0,0,1,0,0,
1281,45,L Sipamla,2019-2019,5,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1282,46,S Soosiyakumar,2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1283,47,ES Soto,2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
1284,48,L Sreekumar,2017-2017,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
1285,49,H Ssenyondo,2019-2019,4,1,1,0,0*,-,0,-,0,0,0,0,0,
1286,0,Taijul Islam,2019-2019,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
1287,1,Ziaur Rehman,2019-2019,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
1288,3,Zulqarnain Haider,2019-2019,5,1,0,0,0,0.00,0,-,0,0,1,0,0,
1289,6,RA Abolarin,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1290,7,F Achelam,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1291,10,A Anemogiannis,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1292,12,JC Archer,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1293,19,JT Ball,2018-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
1294,20,S Bantzas,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1295,23,D Bau,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
1296,24,JP Behrendorff,2017-2019,7,-,-,-,-,-,-,-,-,-,-,-,-,
1297,25,CC Blake,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1298,30,RD Chahar,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1299,31,N Chejay,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1300,32,C Chete,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1301,34,MS Crane,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,-,
1302,39,V Dikov,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1303,40,K Dorji,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1304,42,BT Foakes,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1305,43,BC Fortuin,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1306,44,O Fournier,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1307,45,R Frylinck,2017-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
1308,47,Garret Banner,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1309,49,S Goud,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1310,2,Hamza Tahir,2018-2019,11,-,-,-,-,-,-,-,-,-,-,-,-,
1311,4,RJ Hatchman,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1312,6,J Hurley,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1313,7,Ibrahim Khan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1314,9,Imran Ashraf,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1315,10,D Jakiel,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1316,12,GJ Joseph,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1317,16,S Kaul,2018-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1318,17,UKPW Kumaranayaka,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1319,22,DSK Madushanka,2018-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
1320,25,M Markande,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1321,27,B Masaba,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1322,28,WT Mashinge,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1323,31,Mihusan Hamid,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1324,33,Mohammed Shami,2014-2019,8,-,-,-,-,-,-,-,-,-,-,-,-,
1325,34,Mohammed Siraj,2017-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
1326,36,Muhammad Amir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1327,37,Muhammad Musa,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1328,38,Mukhtiar Singh,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1329,39,Musawar Shah,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1330,40,M Mwamadi,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1331,41,M Nandela,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1332,43,NH Naureen,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1333,44,Nawazish Jezuli,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1334,46,A Neill,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,-,
1335,47,R Ngarava,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1336,48,G Nikitas,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1337,49,F Nkhoma,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,-,
1338,0,A Nortje,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1339,2,E Ochieng,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1340,3,RJG Palmer,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1341,5,MW Parkinson,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1342,6,AY Patel,2018-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
1343,7,J Perman,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1344,8,V Permaul,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
1345,9,R Pisal,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1346,12,S Qeshile,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1347,13,Raja Adeel,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1348,14,Rashid Khan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1349,15,KA Reynolds,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
1350,18,AK Sah,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
1351,22,K Senamontree,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1352,24,Shaffeq Muhammad,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1353,28,NK Shetty,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1354,29,S Singh,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,-,
1355,30,Soheel Hussain,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1356,32,H Srinivasan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1357,33,TJ Stephenson,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1358,34,P Syafiq Ali,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1359,36,SN Thakur,2018-2018,7,-,-,-,-,-,-,-,-,-,-,-,-,
1360,37,J Thinley,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1361,43,JD Unadkat,2016-2018,10,-,-,-,-,-,-,-,-,-,-,-,-,
1362,45,Vichanath Singh,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,-,
1363,47,Vimal Kumar,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
1364,48,Vishal Ahir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1365,49,Waqas Maqsood,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
1366,1,SG Whittingham,2018-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
1367,4,S Zargar,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
1368,5,Ziaur Rahman,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
