,Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
280,46,HL Carlyon,2019-2019,9,8,0,156,50,19.5,131,119.08,0,1,1,21,3,
281,47,H Klaasen,2018-2019,9,9,2,156,69,22.28,107,145.79,0,1,0,8,11,
282,48,SP Narine,2012-2019,51,23,8,155,30,10.33,138,112.31,0,0,2,13,5,
283,49,NA Greenwood,2019-2019,8,8,0,154,43,19.25,128,120.31,0,0,1,15,2,
284,0,MR Adair,2019-2019,17,14,4,152,38,15.2,118,128.81,0,0,1,8,7,
285,1,NG Collins,2019-2019,5,5,0,151,56,30.2,164,92.07,0,2,0,10,0,
286,2,HD Rutherford,2013-2019,8,7,0,151,62,21.57,105,143.8,0,1,1,12,9,
287,3,NM Coulter-Nile,2013-2019,28,15,4,150,34,13.63,120,125.0,0,0,3,10,10,
288,4,Iftikhar Ahmed,2016-2019,6,6,4,150,62*,75.0,104,144.23,0,1,0,14,4,
289,5,Rashid Khan,2015-2019,45,22,11,149,33,13.54,124,120.16,0,0,4,9,9,
290,6,VB Chikkannaiah,2019-2019,7,7,1,148,70*,24.66,167,88.62,0,1,0,10,2,
291,7,WIA Fernando,2019-2019,10,10,0,148,37,14.8,156,94.87,0,0,1,9,3,
292,8,O Bascome,2019-2019,11,11,0,147,37,13.36,147,100.0,0,0,1,12,8,
293,9,CD Wallace,2012-2019,19,14,6,146,27,18.25,122,119.67,0,0,1,14,2,
294,10,Karim Janat,2016-2019,21,13,2,145,26,13.18,140,103.57,0,0,2,11,6,
295,11,Wahab Riaz,2008-2019,31,17,6,145,30*,13.18,118,122.88,0,0,2,10,6,
296,12,M Klinger,2017-2017,3,3,0,143,62,47.66,112,127.67,0,1,0,12,2,
297,13,Mohammad Naim,2019-2019,3,3,0,143,81,47.66,107,133.64,0,1,0,17,3,
298,14,Ehsan Khan,2016-2019,15,10,6,142,42*,35.5,128,110.93,0,0,0,9,7,
299,15,KMA Paul,2018-2019,18,12,5,142,29,20.28,123,115.44,0,0,0,8,8,
300,16,Umar Amin,2013-2018,14,9,0,142,47,15.77,123,115.44,0,0,3,15,4,
301,17,Faran Afzal,2019-2019,9,8,1,141,59*,20.14,140,100.71,0,1,0,11,6,
302,18,Sarfaraz Ali,2019-2019,4,4,0,141,59,35.25,87,162.06,0,1,0,17,8,
303,19,S Periyalwar,2019-2019,4,4,2,140,105*,70.0,91,153.84,1,0,1,15,6,
304,20,GD Phillips,2017-2018,11,10,1,140,56,15.55,140,100.0,0,1,0,9,5,
305,21,S Pokhriyal,2019-2019,5,4,0,140,79,35.0,131,106.87,0,1,0,23,2,
306,22,Riazat Ali Shah,2019-2019,4,4,2,140,53*,70.0,108,129.62,0,1,0,8,8,
307,24,AC Douglas,2019-2019,10,9,1,138,47*,17.25,131,105.34,0,0,0,10,8,
308,25,LB Ferbrache,2019-2019,9,8,0,138,55,17.25,142,97.18,0,1,0,6,3,
309,28,HH Patel,2019-2019,7,6,1,137,44*,27.4,104,131.73,0,0,0,17,3,
310,29,R Tari,2019-2019,14,14,5,137,28,15.22,117,117.09,0,0,2,6,5,
311,32,Yusuf Ebrahim,2019-2019,3,3,1,137,72,68.5,97,141.23,0,1,0,14,5,
312,33,MP Stoinis,2015-2019,19,14,5,136,33*,15.11,117,116.23,0,0,1,14,2,
313,34,Faisal Khan,2019-2019,4,4,1,134,83*,44.66,56,239.28,0,1,1,13,10,
314,35,N Pathan,2019-2019,4,4,1,134,54*,44.66,106,126.41,0,1,0,8,7,
315,36,Faheem Ashraf,2017-2019,27,18,6,133,21,11.08,110,120.9,0,0,4,7,8,
316,37,CH Morris,2012-2019,23,13,4,133,55*,14.77,102,130.39,0,1,3,12,5,
317,38,Awais Ahmed,2019-2019,9,4,2,131,102*,65.5,101,129.7,1,0,0,6,6,
318,40,PBB Rajapaksa,2019-2019,5,5,1,131,77,32.75,95,137.89,0,1,0,7,9,
319,42,DDP D'Silva,2019-2019,10,8,4,130,29,32.5,146,89.04,0,0,1,9,0,
320,43,SS McKechnie,2019-2019,10,10,3,130,44,18.57,137,94.89,0,0,1,9,1,
321,45,CT Mutombodzi,2013-2019,13,12,3,129,32,14.33,133,96.99,0,0,2,9,2,
322,46,SL Malinga,2006-2019,79,30,12,128,27,7.11,153,83.66,0,0,6,9,4,
323,48,HR Walsh,2019-2019,13,9,1,128,28,16.0,129,99.22,0,0,0,8,3,
324,3,MWR Stokes,2019-2019,9,7,0,127,29,18.14,152,83.55,0,0,0,10,0,
325,4,Najjam Shahzad,2019-2019,4,3,2,126,53*,126.0,97,129.89,0,1,0,4,10,
326,6,JT Smuts,2017-2018,8,8,0,126,45,15.75,114,110.52,0,0,1,14,5,
327,7,AT Carey,2018-2019,25,13,4,125,37*,13.88,101,123.76,0,0,0,10,4,
328,8,Amir Mangal,2019-2019,9,9,3,124,40,20.66,78,158.97,0,0,0,10,8,
329,9,Mohammed Asghar,2019-2019,4,4,0,124,45,31.0,91,136.26,0,0,0,13,5,
330,10,S Muniandy,2019-2019,15,13,4,124,27,13.77,103,120.38,0,0,2,7,7,
331,11,BA Pai,2019-2019,4,4,0,124,52,31.0,141,87.94,0,1,0,6,1,
332,13,R Ashwin,2010-2017,46,11,7,123,31*,30.75,115,106.95,0,0,0,14,1,
333,15,SM Sharif,2012-2019,42,18,9,123,26,13.66,100,123.0,0,0,2,8,3,
334,16,AW Hawkins-Kay,2019-2019,16,13,5,122,27*,15.25,136,89.7,0,0,1,8,0,
335,17,KM Jadhav,2015-2017,9,6,0,122,58,20.33,99,123.23,0,1,0,12,3,
336,18,Muhamad Syahadat,2019-2019,10,9,3,122,41*,20.33,102,119.6,0,0,0,9,6,
337,19,CN Onwuzulike,2019-2019,9,9,1,122,46*,15.25,126,96.82,0,0,2,5,5,
338,20,Shadab Khan,2017-2019,38,14,5,122,29,13.55,96,127.08,0,0,2,6,6,
339,21,DAJ Bracewell,2011-2019,18,10,5,121,44,24.2,83,145.78,0,0,2,6,9,
340,22,KH Pandya,2018-2019,18,9,4,121,26*,24.2,92,131.52,0,0,0,8,6,
341,24,Imrul Kayes,2010-2017,14,13,0,119,36,9.15,134,88.8,0,0,4,14,3,
342,25,AA Onikoyi,2019-2019,9,8,0,119,49,14.87,144,82.63,0,0,1,8,4,
343,27,Sajid Cheema,2019-2019,5,5,0,118,47,23.6,97,121.64,0,0,0,12,5,
344,28,JE Taylor,2006-2018,30,15,6,118,21,13.11,92,128.26,0,0,1,10,6,
345,29,Mehran Khan,2015-2019,19,13,2,117,29,10.63,106,110.37,0,0,1,7,5,
346,30,Mohammad Mithun,2014-2019,14,10,0,117,47,11.7,125,93.6,0,0,2,9,4,
347,31,Naseem Khushi,2017-2019,10,8,2,117,29,19.5,77,151.94,0,0,2,6,8,
348,32,H Singh,2019-2019,7,6,3,117,44*,39.0,102,114.7,0,0,0,6,3,
349,34,Aritra Dutta,2019-2019,8,8,0,116,33,14.5,114,101.75,0,0,0,8,5,
350,36,K Motlhanka,2019-2019,7,7,0,115,59,16.42,123,93.49,0,1,0,11,2,
351,37,Sami Sohail,2019-2019,7,5,4,115,33*,115.0,97,118.55,0,0,0,10,2,
352,38,K Dasan,2019-2019,3,3,0,114,74,38.0,108,105.55,0,1,0,10,2,
353,39,S Kaveri,2019-2019,7,6,1,114,43,22.8,146,78.08,0,0,0,9,1,
354,40,WD Parnell,2009-2017,40,13,9,114,29*,28.5,96,118.75,0,0,0,10,3,
355,41,Chirag Suri,2018-2019,7,7,1,113,44*,18.83,121,93.38,0,0,0,10,2,
356,43,M Abdulla,2019-2019,5,5,2,112,42*,37.33,100,112.0,0,0,0,11,2,
357,44,Fiaz Ahmed,2019-2019,4,4,2,112,62*,56.0,72,155.55,0,1,1,6,8,
358,46,JS Malhotra,2019-2019,6,6,0,112,38,18.66,104,107.69,0,0,0,12,2,
359,47,Mohammad Boota,2019-2019,16,12,4,112,20*,14.0,100,112.0,0,0,1,7,5,
360,48,Mudassar Muhammad,2019-2019,7,7,0,112,30,16.0,135,82.96,0,0,0,5,3,
361,0,JO Holder,2014-2019,17,11,2,111,26*,12.33,84,132.14,0,0,2,10,4,
362,1,Imran Ali Butt,2019-2019,4,4,0,111,58,27.75,101,109.9,0,2,2,5,6,
363,2,JNK Shannon,2013-2018,8,8,0,111,60,13.87,84,132.14,0,1,1,12,5,
364,4,A Lark,2019-2019,5,4,0,110,43,27.5,121,90.9,0,0,1,15,0,
365,7,T van der Gugten,2012-2019,39,11,4,109,40*,15.57,81,134.56,0,0,1,4,6,
366,9,Mohammad Saifuddin,2017-2019,13,9,3,108,39*,18.0,95,113.68,0,0,0,9,3,
367,11,OGL Bascome,2019-2019,11,11,1,107,22,10.7,117,91.45,0,0,0,12,3,
368,12,SO Ngoche,2010-2019,28,18,5,107,38,8.23,118,90.67,0,0,2,5,4,
369,13,GJ Thompson,2016-2019,10,8,1,107,44,15.28,108,99.07,0,0,2,14,1,
370,14,V Vijh,2019-2019,4,4,2,107,64*,53.5,119,89.91,0,1,0,13,1,
371,15,K Doriga,2019-2019,17,11,1,106,43*,10.6,103,102.91,0,0,0,3,3,
372,16,NA Maiolo,2019-2019,8,7,1,106,39*,17.66,104,101.92,0,0,0,11,2,
373,17,MD Dai,2015-2017,9,8,0,105,31,13.12,128,82.03,0,0,0,4,0,
374,18,OJ Hairs,2019-2019,8,8,1,105,26,15.0,64,164.06,0,0,2,4,10,
375,20,ND Laegsgaard,2019-2019,9,8,1,105,39,15.0,96,109.37,0,0,0,11,2,
376,21,M Mosehle,2017-2017,7,6,1,105,36,21.0,65,161.53,0,0,0,6,9,
377,22,Meet Bhavsar,2019-2019,9,7,1,104,38,17.33,88,118.18,0,0,0,10,1,
378,23,LA Dunbar,2019-2019,2,2,1,104,104*,104.0,62,167.74,1,0,1,5,10,
379,24,Sultan Ahmed,2015-2017,17,12,3,104,37*,11.55,83,125.3,0,0,3,14,0,
380,27,Rehman Abdul,2019-2019,7,5,3,102,37*,51.0,103,99.02,0,0,0,7,3,
381,28,Suraj Kumar,2019-2019,13,9,2,102,42*,14.57,89,114.6,0,0,0,9,3,
382,29,LJ Tucker,2016-2019,14,11,1,102,22*,10.2,99,103.03,0,0,1,10,1,
383,30,Ammad Uddin,2019-2019,4,4,1,101,40*,33.66,53,190.56,0,0,0,11,5,
384,31,MNR Cooray,2019-2019,4,3,1,101,56*,50.5,77,131.16,0,1,0,12,3,
385,32,S Jora,2019-2019,6,6,1,101,53*,20.2,83,121.68,0,1,1,5,4,
386,33,AV Lalcheta,2015-2019,17,10,2,101,20,12.62,82,123.17,0,0,0,9,4,
387,35,Mohammed Nurji,2019-2019,6,5,3,101,36,50.5,59,171.18,0,0,0,8,6,
388,36,T Perera,2019-2019,6,6,0,101,30,16.83,127,79.52,0,0,0,16,0,
389,37,V Shankar,2018-2019,9,4,0,101,43,25.25,73,138.35,0,0,0,11,5,
390,39,Hamza Tariq,2013-2019,15,11,1,100,33,10.0,82,121.95,0,0,2,4,5,
391,40,T Maruma,2008-2019,13,13,4,100,23*,11.11,109,91.74,0,0,1,6,4,
392,41,BS Stephenson,2019-2019,3,3,0,100,48,33.33,72,138.88,0,0,0,9,7,
393,42,BR Dunk,2014-2017,5,5,0,99,32,19.8,69,143.47,0,0,0,8,6,
394,43,BFW de Leede,2018-2019,8,7,1,98,33,16.33,114,85.96,0,0,0,4,2,
395,44,Irfan Bhima,2019-2019,4,4,0,98,52,24.5,88,111.36,0,1,2,13,2,
396,45,Janak Prakash,2019-2019,12,11,3,98,25*,12.25,78,125.64,0,0,2,9,3,
397,46,BR McDermott,2018-2019,12,10,3,98,32*,14.0,105,93.33,0,0,2,6,2,
398,47,TK Musakanda,2018-2018,6,6,0,98,43,16.33,80,122.5,0,0,2,7,2,
399,49,BOP Fernando,2019-2019,3,3,1,97,78*,48.5,73,132.87,0,1,0,10,3,
400,0,DJ Mitchell,2019-2019,9,9,3,97,30*,16.16,79,122.78,0,0,0,5,4,
401,2,Aminuddin Ramly,2019-2019,10,9,2,97,33,13.85,59,164.4,0,0,1,3,9,
402,4,S Samarawickrama,2017-2019,7,7,0,97,32,13.85,93,104.3,0,0,1,9,0,
403,5,AJ Staal,2019-2019,9,8,2,97,28*,16.16,79,122.78,0,0,2,5,5,
404,6,GM Strydom,2019-2019,6,6,0,97,49,16.16,89,108.98,0,0,2,6,5,
405,7,Zaheer Ibrahim,2019-2019,13,11,3,97,27*,12.12,89,108.98,0,0,2,7,5,
406,8,Ahmed Raza,2014-2019,36,14,7,96,22,13.71,123,78.04,0,0,1,2,4,
407,10,Razmal Shigiwal,2019-2019,4,3,0,96,53,32.00,78,123.07,0,1,0,3,8,
408,11,ML Udawatte,2008-2017,8,8,0,96,25,12.00,87,110.34,0,0,2,10,2,
409,15,Shamsudheen Purat,2019-2019,3,3,1,95,88*,47.50,53,179.24,0,1,1,8,7,
410,16,HJ Jordaan,2019-2019,4,4,1,94,37*,31.33,107,87.85,0,0,0,8,0,
411,17,Mehidy Hasan Miraz,2017-2018,13,11,2,94,19*,10.44,80,117.5,0,0,2,7,4,
412,19,JJ Tucker,2019-2019,5,5,1,94,50*,23.50,97,96.9,0,1,0,11,1,
413,21,J Cutinho,2019-2019,3,3,0,93,46,31.00,98,94.89,0,0,0,7,4,
414,22,Walid Ghauri,2019-2019,4,4,1,93,44*,31.00,80,116.25,0,0,0,10,2,
415,23,JL Denly,2009-2019,10,9,1,92,30,11.50,93,98.92,0,0,2,11,1,
416,27,Anwar Arudin,2019-2019,12,12,0,91,32,7.58,98,92.85,0,0,3,10,2,
417,32,JN Mohammed,2017-2018,9,8,3,90,23*,18.00,103,87.37,0,0,1,9,1,
418,33,Muhammad Naeem,2019-2019,5,4,2,90,42,45.00,91,98.9,0,0,1,7,1,
419,37,S Adedeji,2019-2019,6,6,2,89,51*,22.25,114,78.07,0,1,1,5,2,
420,38,Mohammad Nadeem,2015-2019,22,13,3,89,29,8.90,106,83.96,0,0,1,7,0,
421,39,A Otwani,2019-2019,4,4,0,89,44,22.25,78,114.1,0,0,0,13,1,
422,40,A Ferguson,2019-2019,5,3,1,88,51,44.00,100,88.0,0,1,0,5,1,
423,41,N Madziva,2015-2019,15,10,5,88,28*,17.60,80,110.0,0,0,1,4,5,
424,42,Md Shafiqul Haque,2019-2019,4,4,0,88,38,22.00,62,141.93,0,0,0,5,6,
425,43,Zishan Shah,2019-2019,6,5,1,88,50,22.00,87,101.14,0,1,0,7,1,
426,44,PS Airee,2015-2019,11,11,0,87,29,7.90,93,93.54,0,0,4,10,1,
427,45,SC Getkate,2019-2019,14,12,2,87,24,8.70,73,119.17,0,0,1,4,4,
428,47,D Pretorius,2017-2019,6,2,2,87,77*,-,49,177.55,0,1,0,7,4,
429,48,Raza Iqbal,2019-2019,5,5,0,87,39,17.40,89,97.75,0,0,0,13,0,
430,0,AR Gandhi,2019-2019,3,3,1,86,50,43.0,98,87.75,0,1,0,5,1,
431,4,DP Michael,2019-2019,4,4,1,85,55*,28.33,82,103.65,0,1,1,1,6,
432,5,AR Nurse,2011-2019,13,8,6,85,20*,42.5,71,119.71,0,0,0,7,3,
433,6,MD Patel,2019-2019,8,8,1,85,26,12.14,88,96.59,0,0,0,6,4,
434,8,N Khosla,2019-2019,4,4,0,84,27,21.0,95,88.42,0,0,0,3,2,
435,9,IO Okpe,2019-2019,8,8,0,84,19,10.5,109,77.06,0,0,0,2,2,
436,10,Afif Hossain,2018-2019,8,7,0,83,52,11.85,63,131.74,0,1,2,10,1,
437,11,JH Davey,2012-2019,21,10,5,83,24,16.6,63,131.74,0,0,0,5,3,
438,12,PF Gallagher,2019-2019,3,3,0,83,36,27.66,68,122.05,0,0,0,4,5,
439,14,Manpreet Singh,2019-2019,8,6,0,83,36,13.83,98,84.69,0,0,0,10,1,
440,15,AC Agar,2016-2019,21,7,1,82,29,13.66,79,103.79,0,0,0,6,3,
441,16,FA Cossa,2019-2019,6,6,2,82,19*,20.5,90,91.11,0,0,0,6,4,
442,18,AK Mohan,2019-2019,5,5,0,82,41,16.4,72,113.88,0,0,1,9,1,
443,19,Muhammad Awais,2019-2019,3,3,2,82,42*,82.0,59,138.98,0,0,0,12,1,
444,20,TD Paine,2009-2017,12,9,1,82,25,10.25,77,106.49,0,0,2,7,3,
445,21,Shaikh Ashraf,2019-2019,4,4,0,82,38,20.5,67,122.38,0,0,0,8,3,
446,22,RM Siri,2019-2019,4,4,1,82,49*,27.33,80,102.5,0,0,1,6,1,
447,23,Aaron Jones,2019-2019,8,7,3,81,39,20.25,81,100.0,0,0,0,3,2,
448,24,MO Jones,2019-2019,8,7,2,81,27,16.2,83,97.59,0,0,0,5,3,
449,25,Ahsan Abbasi,2019-2019,6,6,0,80,18,13.33,87,91.95,0,0,0,7,2,
450,26,DAP Darrell,2019-2019,11,10,1,80,30*,8.88,95,84.21,0,0,1,1,5,
451,28,Ijaz Hussain,2019-2019,3,3,0,80,40,26.66,76,105.26,0,0,0,7,6,
452,29,RK Paudel,2019-2019,11,10,2,80,19,10.0,89,89.88,0,0,0,7,0,
453,30,CP Rizwan,2019-2019,5,4,0,80,44,20.0,73,109.58,0,0,0,10,1,
454,31,ZE Green,2019-2019,16,11,3,79,18*,9.87,78,101.28,0,0,1,4,3,
455,33,Nurul Hasan,2016-2017,9,8,4,78,30*,19.5,63,123.8,0,0,1,9,0,
456,34,GG Banner,2019-2019,3,3,1,77,47,38.5,65,118.46,0,0,0,1,8,
457,35,Sandeep Goud,2019-2019,12,7,3,77,31*,19.25,72,106.94,0,0,0,3,3,
458,36,Shahid Wasif,2016-2019,9,8,3,77,40,15.4,66,116.66,0,0,1,3,1,
459,37,SA Wijeyeratne,2019-2019,2,2,0,77,56,38.5,51,150.98,0,1,0,12,0,
460,38,T Bavuma,2019-2019,2,2,1,76,49,76.0,66,115.15,0,0,0,5,2,
461,40,DR Hooper,2019-2019,9,8,3,76,19*,15.2,91,83.51,0,0,1,3,1,
462,43,HB Kayondo,2019-2019,3,3,0,76,31,25.33,69,110.14,0,0,0,2,4,
463,46,Rizwan Mahmood,2019-2019,5,4,0,76,37,19.0,61,124.59,0,0,0,3,3,
464,48,NR Kirton,2019-2019,5,5,2,75,37*,25.0,83,90.36,0,0,0,4,1,
465,0,Hirenkumar Patel,2019-2019,4,4,0,74,22,18.5,82,90.24,0,0,0,9,1,
466,1,S Hirugade,2019-2019,6,6,0,74,35,12.33,86,86.04,0,0,1,8,2,
467,3,SI Runsewe,2019-2019,6,6,1,74,27,14.8,87,85.05,0,0,1,4,0,
468,4,G Venkateswaran,2019-2019,3,3,1,74,59,37.0,58,127.58,0,1,0,10,1,
469,5,J Vira,2019-2019,14,12,4,74,23,9.25,68,108.82,0,0,1,7,2,
470,6,NT Broom,2009-2017,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1,
471,7,TS Fray,2019-2019,10,10,1,73,29,8.11,96,76.04,0,0,3,9,0,
472,9,AR McBrine,2014-2017,19,11,5,73,14*,12.16,70,104.28,0,0,1,6,1,
473,10,C Munoz-Mills,2019-2019,9,7,3,73,29*,18.25,66,110.6,0,0,0,5,3,
474,11,AM Oyede,2019-2019,8,8,1,73,39,10.42,104,70.19,0,0,2,5,1,
475,12,AL Phehlukwayo,2017-2019,23,11,5,73,27*,12.16,66,110.6,0,0,3,10,1,
476,14,RA Thomas,2019-2019,8,8,1,73,18,10.42,95,76.84,0,0,1,7,1,
477,16,Haroon Mughal,2019-2019,4,4,0,72,31,18.0,65,110.76,0,0,0,6,1,
478,17,Hassan Rasheed,2019-2019,8,7,0,72,22,10.28,100,72.0,0,0,0,4,1,
479,18,A Pusthay,2019-2019,5,5,0,72,37,14.4,60,120.0,0,0,0,5,1,
480,19,AS Wright,2019-2019,8,7,0,72,43,10.28,84,85.71,0,0,1,6,3,
481,20,Sahir Naqash,2019-2019,7,5,1,71,38*,17.75,52,136.53,0,0,2,2,5,
482,21,T Taylor,2019-2019,6,6,2,71,19*,17.75,91,78.02,0,0,0,2,5,
483,22,Abdul Hashmi,2019-2019,8,5,1,70,31,17.5,66,106.06,0,0,1,4,0,
484,24,FF Mulivai,2019-2019,4,4,0,70,48,17.5,37,189.18,0,0,1,2,8,
485,25,Hafez Farooq,2019-2019,4,4,0,69,24,17.25,68,101.47,0,0,0,7,2,
486,26,C Hauptfleisch,2019-2019,5,5,0,69,42,13.8,85,81.17,0,0,1,4,2,
487,27,Ibrarul Haq,2019-2019,5,4,0,69,49,17.25,47,146.8,0,0,1,6,4,
488,29,TB Sole,2019-2019,9,6,2,69,33*,17.25,43,160.46,0,0,0,9,1,
489,30,J Umanath,2019-2019,7,7,1,69,25,11.5,77,89.61,0,0,1,7,2,
490,31,R Ankad,2019-2019,8,7,3,68,40*,17.0,72,94.44,0,0,2,7,0,
491,32,AG Cremer,2008-2018,29,19,6,68,17,5.23,102,66.66,0,0,2,2,0,
492,33,Dawlat Zadran,2012-2019,34,17,8,68,13,7.55,42,161.9,0,0,3,4,6,
493,35,R Escobar,2019-2019,5,4,1,68,28*,22.66,76,89.47,0,0,0,6,1,
494,36,AR Patel,2015-2018,11,7,3,68,20*,17.0,54,125.92,0,0,0,3,3,
495,37,Sikander Zulfiqar,2016-2019,11,8,1,68,18,9.71,68,100.0,0,0,0,5,0,
496,38,JNT Vare,2015-2017,8,7,0,68,38,9.71,71,95.77,0,0,0,4,0,
497,39,C Viljoen,2019-2019,12,7,3,68,33,17.0,70,97.14,0,0,0,7,1,
498,40,Waqas Khan,2014-2017,8,7,3,68,33*,17.0,89,76.4,0,0,1,3,2,
499,41,Hilal Ahmad,2019-2019,7,7,2,67,30,13.4,59,113.55,0,0,0,6,1,
500,42,AJ Michael,2019-2019,4,4,1,67,23,22.33,69,97.1,0,0,0,5,2,
501,43,Zawar Farid,2019-2019,4,4,0,67,55,16.75,53,126.41,0,1,0,5,3,
502,44,Abraash Khan,2019-2019,7,4,0,66,22,16.5,60,110.0,0,0,0,7,1,
503,45,PHKD Mendis,2018-2019,4,4,0,66,41,16.5,46,143.47,0,0,1,6,3,
504,46,Waheed Ahmed,2019-2019,10,9,4,66,19,13.2,80,82.5,0,0,0,6,2,
505,47,J Bulele,2019-2019,7,7,0,65,24,9.28,95,68.42,0,0,1,8,0,
506,48,SC Kuggeleijn,2019-2019,9,5,3,65,35*,32.5,30,216.66,0,0,1,4,6,
507,49,H Lakov,2019-2019,3,3,0,65,28,21.66,62,104.83,0,0,0,5,0,
508,1,FA Allen,2018-2019,11,9,2,64,27,9.14,56,114.28,0,0,2,5,3,
509,2,Anique Uddin,2019-2019,6,6,0,64,31,10.66,79,81.01,0,0,0,3,0,
510,3,Ansar Iqbal,2019-2019,4,4,0,64,40,16.00,72,88.88,0,0,0,6,1,
511,4,B Arora,2019-2019,4,4,0,64,28,16.00,64,100.0,0,0,0,5,3,
512,5,K Birkenstock,2019-2019,4,2,0,64,59,32.00,33,193.93,0,1,0,7,4,
513,6,S Dube,2019-2019,6,4,2,64,54,32.00,42,152.38,0,1,0,3,4,
514,9,G Manan,2019-2019,3,3,0,64,29,21.33,52,123.07,0,0,0,11,1,
515,10,A Natubhai Ahir,2019-2019,3,3,0,64,30,21.33,59,108.47,0,0,0,10,1,
516,11,WB Rankin,2009-2019,48,15,8,64,16*,9.14,74,86.48,0,0,2,3,3,
517,13,Sadeeq Khan,2019-2019,3,3,1,64,28,32.00,42,152.38,0,0,0,3,6,
518,14,Usman Waheed,2019-2019,6,4,1,64,28*,21.33,61,104.91,0,0,1,6,1,
519,15,V Balakrishnan,2019-2019,3,3,1,63,29*,31.50,82,76.82,0,0,0,6,1,
520,16,LJ Barker,2019-2019,9,8,0,63,20,7.87,69,91.3,0,0,3,8,0,
521,17,Imran Ismail,2019-2019,7,7,0,63,17,9.00,58,108.62,0,0,0,7,3,
522,18,Kuldeep Lal,2019-2019,8,3,0,63,38,21.00,41,153.65,0,0,0,3,2,
523,20,OD Hald,2019-2019,9,8,1,61,18,8.71,57,107.01,0,0,1,4,2,
524,21,Hasan Ali,2016-2019,30,10,5,61,23,12.20,35,174.28,0,0,2,3,5,
525,23,R Nehonde,2019-2019,7,7,1,61,26,10.16,79,77.21,0,0,1,3,1,
526,24,NM Odhiambo,2010-2019,16,8,2,61,26,10.16,94,64.89,0,0,2,4,1,
527,25,A Sathya,2019-2019,3,3,0,61,30,20.33,61,100.0,0,0,0,3,2,
528,26,PH Shamdasani,2019-2019,4,4,1,61,37,20.33,72,84.72,0,0,0,3,1,
529,27,AJ Tye,2016-2018,26,11,5,61,20,10.16,55,110.9,0,0,2,4,3,
530,28,DE Budge,2018-2018,6,4,2,60,24,30.00,59,101.69,0,0,0,2,3,
531,31,J Kila,2019-2019,12,5,3,60,27*,30.00,31,193.54,0,0,0,4,5,
532,32,Mohammad Adnan,2019-2019,5,3,3,60,38*,-,31,193.54,0,0,0,4,5,
533,35,Zameer Khan,2019-2019,2,2,1,60,33,60.00,61,98.36,0,0,0,4,0,
534,37,Ariful Haque,2018-2018,9,8,4,59,18*,14.75,61,96.72,0,0,1,4,0,
535,39,Hayatullah Niazi,2019-2019,4,4,1,59,27,19.66,47,125.53,0,0,0,3,3,
536,40,Mohammad Amir,2009-2019,48,14,6,59,21*,7.37,72,81.94,0,0,2,2,3,
537,41,Muhammad Saleem,2019-2019,4,4,0,59,52,14.75,54,109.25,0,1,0,5,1,
538,42,AK Perera,2013-2019,6,5,0,59,16,11.80,65,90.76,0,0,0,5,1,
539,43,IS Sodhi,2014-2019,40,7,3,59,15,14.75,56,105.35,0,0,1,4,3,
540,44,Aamer Ikram,2019-2019,4,4,0,58,23,14.50,73,79.45,0,0,0,4,4,
541,45,Abu Hider,2016-2018,13,5,4,58,22*,58.00,43,134.88,0,0,0,5,4,
542,46,D Heyliger,2019-2019,11,7,5,58,23*,29.00,42,138.09,0,0,1,2,3,
543,47,JJ Huo,2019-2019,7,7,0,58,18,8.28,61,95.08,0,0,1,7,2,
544,48,DF Jacobs,2019-2019,4,4,0,58,20,14.50,82,70.73,0,0,0,7,0,
545,49,K Mendon,2019-2019,6,4,4,58,39*,-,51,113.72,0,0,0,5,2,
546,0,Mohamed Azzam,2019-2019,7,6,2,58,17*,14.5,61,95.08,0,0,1,6,0,
547,1,Shaheryar Butt,2019-2019,3,3,1,58,30*,29.0,55,105.45,0,0,0,3,4,
548,4,Fayyaz Butt,2019-2019,14,6,4,57,25*,28.5,48,118.75,0,0,0,4,2,
549,5,C Jonker,2018-2018,2,2,0,57,49,28.5,29,196.55,0,0,0,5,3,
550,6,A Makesh,2019-2019,4,2,1,57,57,57.0,41,139.02,0,1,0,3,4,
551,7,GP Meade,2019-2019,8,5,0,57,18,11.4,63,90.47,0,0,0,4,1,
552,8,A Sarma,2019-2019,3,3,0,57,28,19.0,67,85.07,0,0,0,3,1,
553,9,P Sarraf,2019-2019,9,8,1,57,18,8.14,84,67.85,0,0,3,9,0,
554,11,AJ Turner,2017-2019,11,7,3,57,22*,14.25,57,100.0,0,0,1,1,2,
555,12,Amjad Sher,2019-2019,5,5,0,56,24,11.2,36,155.55,0,0,0,1,4,
556,13,T Banton,2019-2019,3,3,0,56,31,18.66,34,164.7,0,0,0,6,3,
557,15,EB Knowles,2019-2019,7,6,2,56,19,14.0,54,103.7,0,0,1,7,1,
558,16,P Manning,2019-2019,6,6,1,56,28,11.2,89,62.92,0,0,1,4,0,
559,17,MJ Ross,2019-2019,8,5,1,56,34,14.0,42,133.33,0,0,0,2,3,
560,19,D Ajekun,2019-2019,6,6,0,55,17,9.16,81,67.9,0,0,0,6,1,
561,20,MNM Aslam,2019-2019,6,4,0,55,26,13.75,59,93.22,0,0,1,4,1,
