,Unnamed: 0,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
978,4,S Ateak,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
979,6,Awais Ahmed,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
980,8,AJ Ayannaike,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
981,9,Azyan Farhath,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
982,10,F Baaleri,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
983,11,SJ Baard,2019-2019,13,-,-,-,-,-,-,-,-,-,-,-,
984,12,Babar Azam,2016-2019,36,-,-,-,-,-,-,-,-,-,-,-,
985,13,Babar Hayat,2014-2017,24,-,-,-,-,-,-,-,-,-,-,-,
986,16,GJ Bailey,2012-2017,30,-,-,-,-,-,-,-,-,-,-,-,
987,17,JM Bairstow,2011-2019,34,-,-,-,-,-,-,-,-,-,-,-,
988,18,R Bakum,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
989,19,V Balakrishnan,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
990,20,A Balbirnie,2015-2019,37,-,-,-,-,-,-,-,-,-,-,-,
991,22,B Banerjee,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
992,23,T Banton,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
993,25,J Barker,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
994,26,LJ Barker,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
995,27,TC Barker,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
996,28,P Baron,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
997,30,O Bascome,2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
998,31,OO Bascome,2008-2019,3,-,-,-,-,-,-,-,-,-,-,-,
999,33,D Bau,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
1000,35,T Bavuma,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1001,37,A Bhagwat,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1002,38,B Bhandari,2014-2019,27,-,-,-,-,-,-,-,-,-,-,-,
1003,39,M Bhanuka,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1004,40,TS Bharaj,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1005,42,MP Biddappa,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1006,43,Bilal Ahmed,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1007,44,Bilal Tahir,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1008,46,SW Billings,2015-2019,26,-,-,-,-,-,-,-,-,-,-,-,
1009,47,K Birkenstock,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1010,49,C Bisson,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1011,1,TA Blundell,2017-2018,3,-,-,-,-,-,-,-,-,-,-,-,
1012,5,DM Bravo,2010-2019,20,-,-,-,-,-,-,-,-,-,-,-,
1013,7,NT Broom,2009-2017,11,-,-,-,-,-,-,-,-,-,-,-,
1014,9,TC Bruce,2017-2019,15,-,-,-,-,-,-,-,-,-,-,-,
1015,11,DE Budge,2018-2018,6,-,-,-,-,-,-,-,-,-,-,-,
1016,12,A Bulow,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1017,13,JC Buttler,2011-2018,66,-,-,-,-,-,-,-,-,-,-,-,
1018,15,S Byrne,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1019,16,G Caisley,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1020,18,AT Carey,2018-2019,25,-,-,-,-,-,-,-,-,-,-,-,
1021,19,C Carter,2015-2017,10,-,-,-,-,-,-,-,-,-,-,-,
1022,20,T Caruana,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1023,21,D Cato,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1024,23,RW Chakabva,2008-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1025,25,LD Chandimal,2010-2018,54,-,-,-,-,-,-,-,-,-,-,-,
1026,26,VD Chandra,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1027,27,S Chandramohan,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1028,28,BB Chari,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1029,30,G Chaturvedi,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1030,31,N Chejay,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1031,32,C Chete,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1032,33,VB Chikkannaiah,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1033,34,Chirag Suri,2018-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1034,35,S Chophel,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1035,37,I Civric,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1036,38,GL Cloete,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1037,40,LA Collado,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1038,41,NG Collins,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1039,43,BN Cooper,2013-2019,51,-,-,-,-,-,-,-,-,-,-,-,
1040,44,SJ Cotter,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1041,46,MH Cross,2013-2019,43,-,-,-,-,-,-,-,-,-,-,-,
1042,47,DDP D'Silva,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1043,49,S Dalton,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1044,0,P Danci,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1045,3,N Davin,2019-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1046,4,TB de Bruyn,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,
1047,6,Q de Kock,2012-2019,38,-,-,-,-,-,-,-,-,-,-,-,
1048,7,CJ Delany,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1049,8,D de la Puente,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1050,10,AB de Villiers,2006-2017,78,-,-,-,-,-,-,-,-,-,-,-,
1051,11,S Dhawan,2011-2019,58,-,-,-,-,-,-,-,-,-,-,-,
1052,13,MS Dhoni,2006-2019,98,-,-,-,-,-,-,-,-,-,-,-,
1053,14,N Dickwella,2016-2019,23,-,-,-,-,-,-,-,-,-,-,-,
1054,15,V Dikov,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1055,17,K Doriga,2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
1056,18,JN Dorji,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1057,19,RM Dorji,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1058,20,U Dorji,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1059,23,BM Duckett,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1060,24,LA Dunbar,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1061,25,JSE Dunford,2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
1062,26,BR Dunk,2014-2017,5,-,-,-,-,-,-,-,-,-,-,-,
1063,27,J Dunn,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1064,28,G Dutta,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1065,30,SA Edwards,2018-2019,29,-,-,-,-,-,-,-,-,-,-,-,
1066,31,L Emilio,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1067,32,C Emmott,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1068,33,CR Ervine,2010-2019,22,-,-,-,-,-,-,-,-,-,-,-,
1069,34,R Escobar,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1070,35,Fahad Ali,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1071,36,Faisal Javed,2019-2019,15,-,-,-,-,-,-,-,-,-,-,-,
1072,38,LB Ferbrache,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1073,39,A Ferguson,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1074,41,BOP Fernando,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1075,42,WIA Fernando,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1076,43,NJ Ferraby,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1077,44,Fiaz Ahmed,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1078,45,Fida Hussain,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1079,49,ADS Fletcher,2008-2018,42,-,-,-,-,-,-,-,-,-,-,-,
1080,0,BT Foakes,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1081,3,O Fournier,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1082,4,TS Fray,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1083,5,JD Freyone,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1084,7,PF Gallagher,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1085,9,AR Gandhi,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1086,11,Garret Banner,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1087,12,A Gavde,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1088,13,R Gaznavi,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1089,14,Gershon Yusuf,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1090,15,L Gharasim,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1091,16,Ghulam Shabber,2016-2019,17,-,-,-,-,-,-,-,-,-,-,-,
1092,19,O Goker,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1093,20,LF Goncalves,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1094,21,DM Gondaria,2013-2019,11,-,-,-,-,-,-,-,-,-,-,-,
1095,22,R Goodwin,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1096,23,M Goonetilleke,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1097,25,S Goud,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1098,26,ZE Green,2019-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1099,28,K Gupta,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1100,30,OJ Hairs,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1101,31,AD Hales,2011-2019,60,-,-,-,-,-,-,-,-,-,-,-,
1102,32,S Hallett,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1103,35,Hamza Tariq,2013-2019,15,-,-,-,-,-,-,-,-,-,-,-,
1104,36,PSP Handscomb,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1105,37,Haris Sohail,2013-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1106,39,Hassan Rasheed,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1107,40,C Hauptfleisch,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1108,42,Hazratullah Zazai,2016-2019,13,-,-,-,-,-,-,-,-,-,-,-,
1109,43,H Helva,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1110,45,RR Hendricks,2014-2019,22,-,-,-,-,-,-,-,-,-,-,-,
1111,46,SO Hetmyer,2018-2019,20,-,-,-,-,-,-,-,-,-,-,-,
1112,47,Hilal Ahmad,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1113,49,SD Hope,2017-2019,13,-,-,-,-,-,-,-,-,-,-,-,
1114,4,Ibrahim Zadran,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1115,5,Imam-ul-Haq,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1116,6,Imran Ali Butt,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1117,8,Imran Haider,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1118,9,Imran Ismail,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1119,11,Imrul Kayes,2010-2017,14,-,-,-,-,-,-,-,-,-,-,-,
1120,15,H Ivanov,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1121,16,SS Iyer,2017-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1122,17,KM Jadhav,2015-2017,9,-,-,-,-,-,-,-,-,-,-,-,
1123,19,S Jamil,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1124,20,Javed Ahmadi,2012-2017,3,-,-,-,-,-,-,-,-,-,-,-,
1125,22,JW Jenner,2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
1126,26,C Jonker,2018-2018,2,-,-,-,-,-,-,-,-,-,-,-,
1127,27,S Jora,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1128,28,HJ Jordaan,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1129,29,GJ Joseph,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1130,30,K Joshi,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1131,34,G Kaltongga,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1132,35,Kamran Akmal,2006-2017,58,-,-,-,-,-,-,-,-,-,-,-,
1133,37,CK Kapugedera,2006-2017,43,-,-,-,-,-,-,-,-,-,-,-,
1134,38,IA Karim,2013-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1135,39,KD Karthik,2006-2019,32,-,-,-,-,-,-,-,-,-,-,-,
1136,41,I Katzarski,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1137,42,HB Kayondo,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1138,49,Khizer Ahmed,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1139,0,N Khosla,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1140,2,Khurram Nawaz,2017-2019,18,-,-,-,-,-,-,-,-,-,-,-,
1141,3,Khushdil Shah,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1142,5,TCR Kimber,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1143,6,BA King,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1144,7,NR Kirton,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1145,8,H Klaasen,2018-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1146,9,M Klinger,2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
1147,10,EB Knowles,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1148,11,MF Koc,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1149,12,JP Kotze,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1150,13,HG Kuhn,2009-2017,7,-,-,-,-,-,-,-,-,-,-,-,
1151,15,Kuldeep Singh,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1152,16,T Langa,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1153,17,TWM Latham,2012-2017,13,-,-,-,-,-,-,-,-,-,-,-,
1154,19,E Lewis,2016-2019,29,-,-,-,-,-,-,-,-,-,-,-,
1155,20,Liton Das,2015-2019,25,-,-,-,-,-,-,-,-,-,-,-,
1156,21,LS Livingstone,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,
1157,22,K Loday,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1158,23,L Louwrens,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1159,25,CA Lynn,2014-2018,18,-,-,-,-,-,-,-,-,-,-,-,
1160,28,BR McDermott,2018-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1161,32,NJ Maddinson,2013-2018,6,-,-,-,-,-,-,-,-,-,-,-,
1162,34,JN Malan,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1163,35,JS Malhotra,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1164,36,G Malla,2014-2019,24,-,-,-,-,-,-,-,-,-,-,-,
1165,37,Mamoon Latif,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1166,38,G Manan,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1167,41,A Manousis,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1168,42,Manpreet Singh,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1169,43,Manpreet Singh,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1170,44,AK Markram,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1171,48,XM Marshall,2008-2019,13,-,-,-,-,-,-,-,-,-,-,-,
1172,0,I Master,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1173,1,V Mbazo,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1174,3,SS McKechnie,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1175,4,GP Meade,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1176,5,M Meade,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1177,6,J Mees,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1178,7,AS Mehmi,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1179,8,BKG Mendis,2016-2019,24,-,-,-,-,-,-,-,-,-,-,-,
1180,9,JH Mensah,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1181,10,Mian Mehmood,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1182,11,Michael Nazir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1183,12,DA Miller,2010-2019,72,-,-,-,-,-,-,-,-,-,-,-,
1184,13,Mirza Ahsan,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1185,15,Mohamed Azzam,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1186,16,Mohamed Rishwan,2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
1187,17,Mohammad Amin,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1188,19,Mohammad Mithun,2014-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1189,20,Mohammad Naim,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1190,22,Mohammed Rizlan,2019-2019,15,-,-,-,-,-,-,-,-,-,-,-,
1191,23,Mohammad Rizwan,2015-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1192,25,Mohammad Shahzad,2010-2018,65,-,-,-,-,-,-,-,-,-,-,-,
1193,27,Mohammed Nurji,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1194,28,AK Mohan,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1195,31,PJ Moor,2016-2019,21,-,-,-,-,-,-,-,-,-,-,-,
1196,32,VV Morea,2015-2017,5,-,-,-,-,-,-,-,-,-,-,-,
1197,33,EJG Morgan,2009-2019,86,-,-,-,-,-,-,-,-,-,-,-,
1198,35,M Mosehle,2017-2017,7,-,-,-,-,-,-,-,-,-,-,-,
1199,36,K Motlhanka,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1200,37,Muaviath Ganee,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1201,38,Mudassar Muhammad,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1202,39,Muhammad Amir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1203,40,Muhammad Awais,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1204,41,Muhammad Hamayun,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1205,43,Muhammad Khurram,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1206,44,Muhammad Usman,2016-2019,34,-,-,-,-,-,-,-,-,-,-,-,
1207,46,Mukhtiar Singh,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1208,49,C Munoz-Mills,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1209,0,HG Munsey,2015-2019,38,-,-,-,-,-,-,-,-,-,-,-,
1210,1,G Murali,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1211,3,TK Musakanda,2018-2018,6,-,-,-,-,-,-,-,-,-,-,-,
1212,4,Mushfiqur Rahim,2006-2019,84,-,-,-,-,-,-,-,-,-,-,-,
1213,7,R Mutumbami,2015-2019,22,-,-,-,-,-,-,-,-,-,-,-,
1214,8,M Mwamadi,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1215,9,SJ Myburgh,2012-2019,33,-,-,-,-,-,-,-,-,-,-,-,
1216,11,Najeeb Tarakai,2014-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1217,12,Najibullah Zadran,2012-2019,57,-,-,-,-,-,-,-,-,-,-,-,
1218,13,Naseem Khushi,2017-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1219,16,Nawazish Jezuli,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1220,18,Najmul Hossain Shanto,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1221,20,Nazwan Ismail,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1222,22,OE Newey,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1223,23,HM Nicholls,2016-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1224,24,G Nikitas,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1225,27,F Nkhoma,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1226,28,Noor Ali Zadran,2010-2017,20,-,-,-,-,-,-,-,-,-,-,-,
1227,29,Noor Momand,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1228,31,Nurul Hasan,2016-2017,9,-,-,-,-,-,-,-,-,-,-,-,
1229,32,AA Obanda,2007-2019,30,-,-,-,-,-,-,-,-,-,-,-,
1230,36,AA Onikoyi,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1231,37,CN Onwuzulike,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1232,39,A Otwani,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1233,42,Ovais Yousof,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1234,43,VS Padhaal,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1235,44,TD Paine,2009-2017,12,-,-,-,-,-,-,-,-,-,-,-,
1236,46,I Pandey,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1237,47,MK Pandey,2015-2019,32,-,-,-,-,-,-,-,-,-,-,-,
1238,48,RR Pant,2017-2019,26,-,-,-,-,-,-,-,-,-,-,-,
1239,49,AE Paraam,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1240,1,M Patel,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1241,2,M Patel,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1242,3,MD Patel,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1243,5,RN Patel,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1244,7,RK Paudel,2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
1245,8,BBJL Perera,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1246,9,MDKJ Perera,2013-2019,42,-,-,-,-,-,-,-,-,-,-,-,
1247,10,SL Perera,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1248,13,T Phaswana,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1249,14,GD Phillips,2017-2018,11,-,-,-,-,-,-,-,-,-,-,-,
1250,15,R Pillai,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1251,19,N Pooran,2016-2019,16,-,-,-,-,-,-,-,-,-,-,-,
1252,20,WTS Porterfield,2008-2018,61,-,-,-,-,-,-,-,-,-,-,-,
1253,21,VRCF Poubel,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1254,22,A Poulose,2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
1255,25,SW Poynter,2015-2019,25,-,-,-,-,-,-,-,-,-,-,-,
1256,26,H Pragji,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1257,29,SMA Priyanjan,2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
1258,30,Qalandar Khan,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1259,31,S Qeshile,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1260,35,Rahmanullah Gurbaz,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1261,36,Rahman Ademi,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1262,37,KL Rahul,2016-2019,34,-,-,-,-,-,-,-,-,-,-,-,
1263,38,PBB Rajapaksa,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1264,39,D Ramdin,2006-2019,71,-,-,-,-,-,-,-,-,-,-,-,
1265,41,Rameez Shahzad,2016-2019,22,-,-,-,-,-,-,-,-,-,-,-,
1266,42,Aminuddin Ramly,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1267,45,Ravinderpal Singh,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1268,47,Razmal Shigiwal,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1269,1,Rehman Abdul,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1270,5,MJ Richardson,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1271,6,CP Rizwan,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1272,7,Rizwan Mahmood,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1273,9,L Ronchi,2008-2018,33,-,-,-,-,-,-,-,-,-,-,-,
1274,12,JJ Roy,2014-2018,32,-,-,-,-,-,-,-,-,-,-,-,
1275,15,HD Rutherford,2013-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1276,16,VM Sachdev,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1277,17,AK Sah,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,
1278,18,Sahibzada Farhan,2018-2018,3,-,-,-,-,-,-,-,-,-,-,-,
1279,19,Sajid Cheema,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1280,20,J Salazar,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1281,22,S Samarawickrama,2017-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1282,23,BA Sambo,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1283,25,R Sandaruwan,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1284,28,Sarfaraz Ahmed,2010-2019,58,-,-,-,-,-,-,-,-,-,-,-,
1285,29,A Sarma,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1286,30,JOP Scamans,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1287,32,TL Seifert,2018-2019,19,-,-,-,-,-,-,-,-,-,-,-,
1288,34,Shafiqullah,2010-2019,46,-,-,-,-,-,-,-,-,-,-,-,
1289,35,Shafiq Sharif,2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1290,36,Shafraz Jaleel,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1291,38,Shahbaz Badar,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1292,39,Shaheryar Butt,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1293,40,Shahid Wasif,2016-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1294,43,Shaiman Anwar,2014-2019,32,-,-,-,-,-,-,-,-,-,-,-,
1295,45,Shamsudheen Purat,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1296,48,D Sheeli,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
