Date,Team1Players,Team2Players
22-09-2020,"Y Jaiswal,S Smith,S Samson,D Miller,R Uthappa,R Tewatia,R Parag,T Curran,J Archer,S Gopal,J Unadkat","M Vijay,S Watson,F Plessis,S Curran,R Gaikwad,K Jadhav,M Dhoni,R Jadeja,P Chawla,D Chahar,L Ngidi"
21-09-2020,"D Padikkal,A Finch,V Kohli,A Villiers,S Dube,J Philippe,W Sundar,U Yadav,N Saini,D Steyn,Y Chahal","D Warner,J Bairstow,M Pandey,P Garg,V Shankar,A Sharma,R Khan,B Kumar,S Sharma,M Marsh,T Natarajan"
20-09-2020,"P Shaw,S Dhawan,S Hetmyer,S Iyer,R Pant,M Stoinis,A Patel,R Ashwin,K Rabada,A Nortje,M Sharma","K Rahul,M Agarwal,K Nair,N Pooran,G Maxwell,S Khan,K Gowtham,C Jordan,M Shami,S Cottrell,R Bishnoi"
19-09-2020,"R Sharma,Q Kock,S Yadav,S Tiwary,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","M Vijay,S Watson,F Plessis,A Rayudu,R Jadeja,S Curran,M Dhoni,K Jadhav,P Chawla,D Chahar,L Ngidi"
12-05-2019,"Q Kock,R Sharma,S Yadav,I Kishan,K Pandya,K Pollard,H Pandya,R Chahar,M McClenaghan,J Bumrah,S Malinga","F Plessis,S Watson,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,S Thakur,D Chahar,H Singh,I Tahir"
10-05-2019,"P Shaw,S Dhawan,C Munro,S Iyer,R Pant,A Patel,S Rutherford,K Paul,A Mishra,T Boult,I Sharma","F Plessis,S Watson,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,D Chahar,H Singh,I Tahir,S Thakur"
08-05-2019,"W Saha,M Guptill,M Pandey,K Williamson,V Shankar,M Nabi,D Hooda,R Khan,B Kumar,B Thampi,K Ahmed","P Shaw,S Dhawan,S Iyer,R Pant,C Munro,A Patel,S Rutherford,K Paul,A Mishra,T Boult,I Sharma"
07-05-2019,"F Plessis,S Watson,S Raina,M Vijay,A Rayudu,M Dhoni,R Jadeja,D Bravo,D Chahar,H Singh,I Tahir","R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,J Yadav,R Chahar,S Malinga,J Bumrah"
05-05-2019,"F Plessis,S Watson,S Raina,M Dhoni,A Rayudu,K Jadhav,D Bravo,R Jadeja,D Chahar,H Singh,I Tahir","K Rahul,C Gayle,N Pooran,M Agarwal,M Singh,S Curran,R Ashwin,A Tye,M Shami,M Ashwin,H Brar"
05-05-2019,"S Gill,C Lynn,R Uthappa,K Karthik,A Russell,N Rana,R Singh,S Narine,H Gurney,M Krishna,S Warrier","Q Kock,R Sharma,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,R Chahar,M McClenaghan,S Malinga,J Bumrah"
04-05-2019,"W Saha,M Guptill,M Pandey,K Williamson,V Shankar,Y Pathan,M Nabi,R Khan,B Kumar,K Ahmed,B Thampi","P Patel,V Kohli,A Villiers,S Hetmyer,G Singh,C Grandhomme,W Sundar,U Yadav,K Khejroliya,Y Chahal,N Saini"
04-05-2019,"A Rahane,L Livingstone,S Samson,M Lomror,S Gopal,R Parag,S Binny,K Gowtham,I Sodhi,V Aaron,O Thomas","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,S Rutherford,A Patel,K Paul,A Mishra,T Boult,I Sharma"
03-05-2019,"C Gayle,K Rahul,M Agarwal,N Pooran,M Singh,S Curran,R Ashwin,A Tye,M Shami,M Ashwin,A Singh","S Gill,C Lynn,R Uthappa,A Russell,K Karthik,S Narine,N Rana,R Singh,P Chawla,H Gurney,S Warrier"
02-05-2019,"R Sharma,Q Kock,S Yadav,E Lewis,H Pandya,K Pollard,K Pandya,B Sran,R Chahar,S Malinga,J Bumrah","W Saha,M Guptill,M Pandey,K Williamson,V Shankar,A Sharma,M Nabi,R Khan,B Kumar,K Ahmed,B Thampi"
01-05-2019,"F Plessis,S Watson,S Raina,M Dhoni,R Jadeja,A Rayudu,K Jadhav,D Bravo,D Chahar,H Singh,I Tahir","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,A Patel,S Rutherford,C Morris,J Suchith,A Mishra,T Boult"
30-04-2019,"V Kohli,A Villiers,M Stoinis,H Klaasen,G Singh,P Patel,P Negi,U Yadav,N Saini,K Khejroliya,Y Chahal","S Samson,L Livingstone,A Rahane,S Smith,R Parag,S Binny,M Lomror,S Gopal,J Unadkat,V Aaron,O Thomas"
29-04-2019,"D Warner,W Saha,M Pandey,M Nabi,K Williamson,R Khan,V Shankar,A Sharma,B Kumar,K Ahmed,S Sharma","K Rahul,C Gayle,M Agarwal,N Pooran,D Miller,R Ashwin,P Singh,M Ashwin,M Rahman,M Shami,A Singh"
28-04-2019,"S Gill,C Lynn,A Russell,K Karthik,S Narine,R Uthappa,N Rana,R Singh,P Chawla,H Gurney,S Warrier","Q Kock,R Sharma,E Lewis,S Yadav,K Pollard,H Pandya,K Pandya,B Sran,R Chahar,S Malinga,J Bumrah"
28-04-2019,"P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,S Rutherford,A Patel,S Lamichhane,A Mishra,K Rabada,I Sharma","P Patel,V Kohli,A Villiers,S Dube,H Klaasen,G Singh,M Stoinis,W Sundar,U Yadav,Y Chahal,N Saini"
27-04-2019,"D Warner,K Williamson,M Pandey,V Shankar,S Hasan,D Hooda,W Saha,R Khan,B Kumar,S Kaul,K Ahmed","A Rahane,L Livingstone,S Samson,S Smith,A Turner,R Parag,S Binny,S Gopal,J Unadkat,V Aaron,O Thomas"
26-04-2019,"R Sharma,Q Kock,E Lewis,K Pandya,H Pandya,K Pollard,S Yadav,A Roy,R Chahar,J Bumrah,S Malinga","M Vijay,S Watson,S Raina,A Rayudu,K Jadhav,D Shorey,D Bravo,M Santner,D Chahar,H Singh,I Tahir"
25-04-2019,"C Lynn,S Gill,N Rana,K Karthik,S Narine,A Russell,C Brathwaite,R Singh,P Chawla,Y Raj,M Krishna","A Rahane,S Samson,S Smith,B Stokes,R Parag,S Binny,S Gopal,J Archer,J Unadkat,V Aaron,O Thomas"
24-04-2019,"P Patel,V Kohli,A Villiers,M Ali,A Nath,M Stoinis,W Sundar,U Yadav,T Southee,Y Chahal,N Saini","K Rahul,C Gayle,M Agarwal,D Miller,N Pooran,M Singh,R Ashwin,G Viljoen,M Ashwin,A Rajpoot,M Shami"
23-04-2019,"D Warner,J Bairstow,M Pandey,V Shankar,Y Pathan,S Hasan,D Hooda,R Khan,B Kumar,K Ahmed,S Sharma","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,D Bravo,M Dhoni,R Jadeja,H Singh,D Chahar,I Tahir"
22-04-2019,"A Rahane,S Samson,S Smith,B Stokes,A Turner,S Binny,R Parag,J Archer,S Gopal,J Unadkat,D Kulkarni","P Shaw,S Dhawan,S Iyer,R Pant,S Rutherford,C Ingram,A Patel,C Morris,A Mishra,K Rabada,I Sharma"
21-04-2019,"C Lynn,S Narine,S Gill,N Rana,K Karthik,R Singh,A Russell,P Chawla,Y Raj,K Cariappa,H Gurney","D Warner,J Bairstow,K Williamson,V Shankar,Y Pathan,D Hooda,R Khan,B Kumar,S Nadeem,K Ahmed,S Sharma"
21-04-2019,"P Patel,V Kohli,A Villiers,A Nath,M Stoinis,M Ali,P Negi,U Yadav,D Steyn,N Saini,Y Chahal","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,I Tahir"
20-04-2019,"K Rahul,C Gayle,M Agarwal,D Miller,M Singh,S Curran,R Ashwin,H Brar,G Viljoen,M Ashwin,M Shami","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,A Patel,S Rutherford,A Mishra,K Rabada,I Sharma,S Lamichhane"
20-04-2019,"Q Kock,R Sharma,S Yadav,H Pandya,K Pollard,B Cutting,K Pandya,R Chahar,J Bumrah,S Malinga,M Markande","A Rahane,S Samson,S Smith,B Stokes,R Parag,A Turner,S Binny,J Archer,S Gopal,J Unadkat,D Kulkarni"
19-04-2019,"P Patel,V Kohli,A Nath,M Ali,M Stoinis,H Klaasen,P Negi,D Steyn,M Siraj,Y Chahal,N Saini","C Lynn,S Narine,S Gill,R Uthappa,N Rana,A Russell,K Karthik,P Chawla,K Yadav,H Gurney,M Krishna"
18-04-2019,"R Sharma,Q Kock,B Cutting,S Yadav,K Pandya,H Pandya,K Pollard,R Chahar,J Yadav,J Bumrah,S Malinga","P Shaw,S Dhawan,C Munro,S Iyer,R Pant,A Patel,C Morris,K Paul,K Rabada,A Mishra,I Sharma"
17-04-2019,"S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,S Billings,R Jadeja,K Sharma,I Tahir,S Thakur,D Chahar","D Warner,J Bairstow,K Williamson,V Shankar,D Hooda,Y Pathan,R Khan,B Kumar,S Sharma,S Nadeem,K Ahmed"
16-04-2019,"K Rahul,C Gayle,M Agarwal,D Miller,N Pooran,M Singh,R Ashwin,M Rahman,M Shami,M Ashwin,A Singh","R Tripathi,J Buttler,S Samson,A Rahane,A Turner,J Archer,S Binny,S Gopal,J Unadkat,D Kulkarni,I Sodhi"
15-04-2019,"P Patel,V Kohli,A Villiers,M Ali,M Stoinis,A Nath,P Negi,U Yadav,M Siraj,Y Chahal,N Saini","Q Kock,R Sharma,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,J Behrendorff,R Chahar,J Bumrah,S Malinga"
14-04-2019,"C Lynn,S Narine,N Rana,R Uthappa,K Karthik,A Russell,S Gill,P Chawla,K Yadav,M Krishna,H Gurney","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,M Santner,I Tahir,S Thakur,D Chahar"
14-04-2019,"P Shaw,S Dhawan,C Munro,S Iyer,R Pant,C Morris,A Patel,K Paul,K Rabada,A Mishra,I Sharma","D Warner,J Bairstow,K Williamson,R Bhui,V Shankar,D Hooda,A Sharma,R Khan,B Kumar,S Sharma,K Ahmed"
13-04-2019,"R Sharma,Q Kock,S Yadav,K Pollard,H Pandya,I Kishan,K Pandya,A Joseph,R Chahar,J Behrendorff,J Bumrah","A Rahane,J Buttler,S Samson,S Smith,R Tripathi,L Livingstone,S Gopal,K Gowtham,J Archer,J Unadkat,D Kulkarni"
13-04-2019,"K Rahul,C Gayle,M Agarwal,S Khan,S Curran,M Singh,N Pooran,A Tye,R Ashwin,M Shami,M Ashwin","P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,U Yadav,M Siraj,Y Chahal,N Saini"
12-04-2019,"J Denly,S Gill,R Uthappa,N Rana,A Russell,K Karthik,C Brathwaite,P Chawla,K Yadav,L Ferguson,M Krishna","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,C Morris,A Patel,K Paul,R Tewatia,K Rabada,I Sharma"
11-04-2019,"A Rahane,J Buttler,S Samson,S Smith,R Tripathi,B Stokes,R Parag,J Archer,S Gopal,J Unadkat,D Kulkarni","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,M Santner,D Chahar,S Thakur,I Tahir"
10-04-2019,"K Rahul,C Gayle,D Miller,K Nair,S Curran,M Singh,S Khan,G Viljoen,R Ashwin,M Shami,A Rajpoot","Q Kock,S Lad,S Yadav,K Pollard,I Kishan,H Pandya,K Pandya,A Joseph,R Chahar,J Behrendorff,J Bumrah"
09-04-2019,"C Lynn,S Narine,R Uthappa,N Rana,K Karthik,S Gill,A Russell,P Chawla,K Yadav,M Krishna,H Gurney","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,S Kuggeleijn,R Jadeja,H Singh,D Chahar,I Tahir"
08-04-2019,"D Warner,J Bairstow,V Shankar,M Nabi,M Pandey,D Hooda,Y Pathan,R Khan,B Kumar,S Kaul,S Sharma","K Rahul,C Gayle,M Agarwal,D Miller,M Singh,S Curran,S Khan,R Ashwin,M Shami,M Rahman,A Rajpoot"
07-04-2019,"A Rahane,J Buttler,S Smith,R Tripathi,B Stokes,P Chopra,K Gowtham,J Archer,S Gopal,S Midhun,D Kulkarni","C Lynn,S Narine,R Uthappa,S Gill,N Rana,K Karthik,A Russell,P Chawla,K Yadav,H Gurney,M Krishna"
07-04-2019,"P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,T Southee,M Siraj,Y Chahal,N Saini","P Shaw,S Dhawan,S Iyer,C Ingram,R Pant,C Morris,A Patel,R Tewatia,K Rabada,I Sharma,S Lamichhane"
06-04-2019,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,K Pollard,H Pandya,R Chahar,A Joseph,J Behrendorff,J Bumrah","D Warner,J Bairstow,V Shankar,M Pandey,D Hooda,Y Pathan,M Nabi,R Khan,B Kumar,S Kaul,S Sharma"
06-04-2019,"S Watson,F Plessis,S Raina,M Dhoni,A Rayudu,K Jadhav,S Kuggeleijn,R Jadeja,H Singh,D Chahar,I Tahir","K Rahul,C Gayle,M Agarwal,S Khan,D Miller,M Singh,S Curran,R Ashwin,M Shami,A Tye,M Ashwin"
05-04-2019,"P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,N Saini,T Southee,Y Chahal,M Siraj","C Lynn,S Narine,R Uthappa,N Rana,K Karthik,A Russell,S Gill,P Chawla,K Yadav,M Krishna,L Ferguson"
04-04-2019,"P Shaw,S Dhawan,S Iyer,R Pant,R Tewatia,C Ingram,C Morris,A Patel,K Rabada,I Sharma,S Lamichhane","D Warner,J Bairstow,V Shankar,M Pandey,D Hooda,Y Pathan,M Nabi,R Khan,B Kumar,S Sharma,S Kaul"
03-04-2019,"Q Kock,R Sharma,S Yadav,Y Singh,K Pandya,H Pandya,K Pollard,J Behrendorff,R Chahar,S Malinga,J Bumrah","S Watson,A Rayudu,S Raina,K Jadhav,M Dhoni,R Jadeja,D Bravo,D Chahar,S Thakur,M Sharma,I Tahir"
02-04-2019,"V Kohli,P Patel,A Villiers,S Hetmyer,M Stoinis,M Ali,A Nath,U Yadav,N Saini,Y Chahal,M Siraj","A Rahane,J Buttler,S Smith,R Tripathi,B Stokes,S Binny,K Gowtham,J Archer,S Gopal,V Aaron,D Kulkarni"
01-04-2019,"K Rahul,S Curran,M Agarwal,S Khan,D Miller,M Singh,G Viljoen,R Ashwin,M Ashwin,M Shami,M Rahman","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,C Morris,G Vihari,H Patel,K Rabada,A Khan,S Lamichhane"
31-03-2019,"J Bairstow,D Warner,V Shankar,Y Pathan,M Pandey,D Hooda,M Nabi,R Khan,B Kumar,S Sharma,S Kaul","P Patel,S Hetmyer,V Kohli,A Villiers,M Ali,S Dube,C Grandhomme,P Barman,U Yadav,M Siraj,Y Chahal"
31-03-2019,"A Rayudu,S Watson,S Raina,K Jadhav,M Dhoni,D Bravo,R Jadeja,D Chahar,S Thakur,M Santner,I Tahir","A Rahane,J Buttler,S Samson,R Tripathi,S Smith,B Stokes,K Gowtham,J Archer,S Gopal,J Unadkat,D Kulkarni"
30-03-2019,"N Naik,C Lynn,R Uthappa,N Rana,K Karthik,S Gill,A Russell,P Chawla,K Yadav,M Krishna,L Ferguson","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,G Vihari,H Patel,C Morris,A Mishra,S Lamichhane,K Rabada"
30-03-2019,"R Sharma,Q Kock,S Yadav,Y Singh,K Pollard,H Pandya,K Pandya,M McClenaghan,M Markande,S Malinga,J Bumrah","K Rahul,C Gayle,M Agarwal,D Miller,S Khan,M Singh,R Ashwin,G Viljoen,M Ashwin,M Shami,A Tye"
29-03-2019,"A Rahane,J Buttler,S Samson,B Stokes,S Smith,R Tripathi,K Gowtham,J Archer,J Unadkat,S Gopal,D Kulkarni","D Warner,J Bairstow,K Williamson,V Shankar,M Pandey,Y Pathan,R Khan,B Kumar,S Sharma,S Kaul,S Nadeem"
28-03-2019,"Q Kock,R Sharma,S Yadav,Y Singh,K Pollard,K Pandya,H Pandya,M McClenaghan,M Markande,J Bumrah,S Malinga","P Patel,M Ali,V Kohli,A Villiers,S Hetmyer,C Grandhomme,S Dube,N Saini,Y Chahal,U Yadav,M Siraj"
27-03-2019,"C Lynn,S Narine,R Uthappa,N Rana,A Russell,K Karthik,S Gill,P Chawla,K Yadav,M Krishna,L Ferguson","K Rahul,C Gayle,M Agarwal,S Khan,D Miller,M Singh,R Ashwin,G Viljoen,C Varun,M Shami,A Tye"
26-03-2019,"P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,K Paul,A Patel,R Tewatia,K Rabada,I Sharma,A Mishra","S Watson,A Rayudu,S Raina,K Jadhav,M Dhoni,D Bravo,R Jadeja,D Chahar,S Thakur,H Singh,I Tahir"
25-03-2019,"K Rahul,C Gayle,M Agarwal,S Khan,N Pooran,M Singh,S Curran,R Ashwin,M Shami,M Rahman,A Rajpoot","A Rahane,J Buttler,S Samson,S Smith,B Stokes,R Tripathi,K Gowtham,J Archer,J Unadkat,S Gopal,D Kulkarni"
24-03-2019,"P Shaw,S Dhawan,S Iyer,C Ingram,R Pant,K Paul,A Patel,R Tewatia,K Rabada,T Boult,I Sharma","R Sharma,Q Kock,S Yadav,Y Singh,K Pollard,H Pandya,K Pandya,B Cutting,M McClenaghan,R Salam,J Bumrah"
24-03-2019,"D Warner,J Bairstow,V Shankar,Y Pathan,M Pandey,D Hooda,S Hasan,R Khan,B Kumar,S Sharma,S Kaul","C Lynn,N Rana,R Uthappa,K Karthik,A Russell,S Gill,S Narine,P Chawla,K Yadav,L Ferguson,M Krishna"
23-03-2019,"V Kohli,P Patel,M Ali,A Villiers,S Hetmyer,S Dube,C Grandhomme,N Saini,Y Chahal,U Yadav,M Siraj","S Watson,A Rayudu,S Raina,K Jadhav,R Jadeja,M Dhoni,D Bravo,D Chahar,S Thakur,H Singh,I Tahir"
